Mes,DOW,Ciudad,Heridos,Muertos,Cluster
1.0,1.0,Antioquia,19,0,1
1.0,1.0,Barranquilla,128,6,0
1.0,1.0,Bolívar,1,1,1
1.0,1.0,Boyacá,9,1,1
1.0,1.0,Bucaramanga,211,10,0
1.0,1.0,Caldas,5,0,1
1.0,1.0,Caquetá,2,2,1
1.0,1.0,Casanare,3,3,0
1.0,1.0,Cauca,6,2,1
1.0,1.0,Chocó,1,0,1
1.0,1.0,Cundinamarca,4,1,1
1.0,1.0,Córdoba,4,1,1
1.0,1.0,Envigado,90,0,1
1.0,1.0,Guajira,1,0,1
1.0,1.0,Huila,1,0,1
1.0,1.0,Magdalena,1,0,1
1.0,1.0,Medellin,1793,16,2
1.0,1.0,Meta,1,0,1
1.0,1.0,Nariño,4,1,1
1.0,1.0,Norte de Santander,2,0,1
1.0,1.0,Ocaña,0,1,1
1.0,1.0,Palmira,18,0,1
1.0,1.0,Planta Central,4,2,1
1.0,1.0,Putumayo,8,1,1
1.0,1.0,Quindío,6,1,1
1.0,1.0,Risaralda,1,1,1
1.0,1.0,Santander,5,2,1
1.0,1.0,Sucre,0,0,1
1.0,1.0,Tolima,2,2,1
1.0,1.0,Valle del Cauca,6,0,1
1.0,2.0,Antioquia,16,3,0
1.0,2.0,Barranquilla,113,1,1
1.0,2.0,Bolívar,1,0,1
1.0,2.0,Boyacá,10,1,1
1.0,2.0,Bucaramanga,211,7,0
1.0,2.0,Caldas,4,0,1
1.0,2.0,Caquetá,2,0,1
1.0,2.0,Casanare,1,0,1
1.0,2.0,Cauca,2,1,1
1.0,2.0,Cesar,1,0,1
1.0,2.0,Cundinamarca,3,0,1
1.0,2.0,Córdoba,3,0,1
1.0,2.0,Envigado,106,1,1
1.0,2.0,Guajira,0,0,1
1.0,2.0,Huila,0,0,1
1.0,2.0,Magdalena,1,0,1
1.0,2.0,Medellin,1855,22,2
1.0,2.0,Meta,1,0,1
1.0,2.0,Nariño,3,2,1
1.0,2.0,Norte de Santander,3,0,1
1.0,2.0,Palmira,17,0,1
1.0,2.0,Planta Central,3,2,1
1.0,2.0,Putumayo,3,0,1
1.0,2.0,Quindío,3,0,1
1.0,2.0,Risaralda,7,3,0
1.0,2.0,Santander,6,2,1
1.0,2.0,Sucre,0,0,1
1.0,2.0,Tolima,0,0,1
1.0,2.0,Valle del Cauca,13,0,1
1.0,3.0,Antioquia,20,1,1
1.0,3.0,Barranquilla,112,2,1
1.0,3.0,Boyacá,7,0,1
1.0,3.0,Bucaramanga,200,6,0
1.0,3.0,Caldas,2,0,1
1.0,3.0,Caquetá,3,1,1
1.0,3.0,Casanare,1,0,1
1.0,3.0,Cauca,6,2,1
1.0,3.0,Chocó,1,0,1
1.0,3.0,Cundinamarca,3,0,1
1.0,3.0,Córdoba,3,1,1
1.0,3.0,Envigado,100,2,1
1.0,3.0,Huila,1,0,1
1.0,3.0,Medellin,1907,12,2
1.0,3.0,Meta,3,3,0
1.0,3.0,Nariño,3,2,1
1.0,3.0,Norte de Santander,0,0,1
1.0,3.0,Ocaña,1,0,1
1.0,3.0,Palmira,27,0,1
1.0,3.0,Planta Central,5,8,0
1.0,3.0,Putumayo,3,1,1
1.0,3.0,Quindío,7,0,1
1.0,3.0,Risaralda,10,2,1
1.0,3.0,San Andres y Providencia,2,0,1
1.0,3.0,Santander,6,2,1
1.0,3.0,Tolima,2,1,1
1.0,3.0,Valle del Cauca,9,3,0
1.0,4.0,Antioquia,14,1,1
1.0,4.0,Barranquilla,113,1,1
1.0,4.0,Bolívar,0,0,1
1.0,4.0,Boyacá,4,1,1
1.0,4.0,Bucaramanga,201,4,0
1.0,4.0,Caldas,3,0,1
1.0,4.0,Caquetá,1,1,1
1.0,4.0,Casanare,1,0,1
1.0,4.0,Cauca,6,0,1
1.0,4.0,Cesar,3,0,1
1.0,4.0,Cundinamarca,1,0,1
1.0,4.0,Córdoba,0,1,1
1.0,4.0,Envigado,129,3,0
1.0,4.0,Huila,0,1,1
1.0,4.0,Medellin,1851,11,2
1.0,4.0,Meta,1,0,1
1.0,4.0,Nariño,1,0,1
1.0,4.0,Norte de Santander,0,0,1
1.0,4.0,Ocaña,0,0,1
1.0,4.0,Palmira,17,0,1
1.0,4.0,Planta Central,5,2,1
1.0,4.0,Putumayo,3,0,1
1.0,4.0,Quindío,1,0,1
1.0,4.0,Risaralda,3,1,1
1.0,4.0,San Andres y Providencia,6,6,0
1.0,4.0,Santander,2,0,1
1.0,4.0,Sucre,2,0,1
1.0,4.0,Tolima,2,0,1
1.0,4.0,Valle del Cauca,12,0,1
1.0,5.0,Antioquia,14,0,1
1.0,5.0,Barranquilla,104,1,1
1.0,5.0,Bolívar,2,0,1
1.0,5.0,Boyacá,2,1,1
1.0,5.0,Bucaramanga,248,8,0
1.0,5.0,Caldas,3,0,1
1.0,5.0,Caquetá,4,0,1
1.0,5.0,Casanare,0,1,1
1.0,5.0,Cauca,5,5,0
1.0,5.0,Cesar,2,3,0
1.0,5.0,Cundinamarca,2,2,1
1.0,5.0,Córdoba,2,0,1
1.0,5.0,Envigado,145,3,0
1.0,5.0,Guajira,0,0,1
1.0,5.0,Huila,1,0,1
1.0,5.0,Magdalena,0,0,1
1.0,5.0,Medellin,1905,18,2
1.0,5.0,Meta,4,3,0
1.0,5.0,Nariño,3,2,1
1.0,5.0,Norte de Santander,5,1,1
1.0,5.0,Ocaña,1,1,1
1.0,5.0,Palmira,38,0,1
1.0,5.0,Planta Central,5,4,0
1.0,5.0,Putumayo,5,1,1
1.0,5.0,Quindío,0,0,1
1.0,5.0,Risaralda,2,2,1
1.0,5.0,San Andres y Providencia,2,0,1
1.0,5.0,Santander,2,0,1
1.0,5.0,Sucre,1,1,1
1.0,5.0,Tolima,0,2,1
1.0,5.0,Valle del Cauca,10,4,0
1.0,6.0,Antioquia,15,2,1
1.0,6.0,Barranquilla,108,5,0
1.0,6.0,Boyacá,8,3,0
1.0,6.0,Bucaramanga,219,6,0
1.0,6.0,Caldas,5,0,1
1.0,6.0,Caquetá,0,1,1
1.0,6.0,Casanare,2,0,1
1.0,6.0,Cauca,6,1,1
1.0,6.0,Cesar,0,1,1
1.0,6.0,Cundinamarca,0,1,1
1.0,6.0,Córdoba,0,3,0
1.0,6.0,Envigado,115,1,1
1.0,6.0,Guajira,0,0,1
1.0,6.0,Huila,2,0,1
1.0,6.0,Magdalena,1,0,1
1.0,6.0,Medellin,1709,19,2
1.0,6.0,Meta,3,0,1
1.0,6.0,Nariño,1,2,1
1.0,6.0,Norte de Santander,1,0,1
1.0,6.0,Ocaña,1,1,1
1.0,6.0,Palmira,23,0,1
1.0,6.0,Planta Central,3,3,0
1.0,6.0,Putumayo,4,2,1
1.0,6.0,Quindío,1,0,1
1.0,6.0,Risaralda,1,0,1
1.0,6.0,San Andres y Providencia,2,0,1
1.0,6.0,Santander,3,1,1
1.0,6.0,Sucre,1,0,1
1.0,6.0,Tolima,2,0,1
1.0,6.0,Valle del Cauca,17,2,1
1.0,7.0,Antioquia,19,5,0
1.0,7.0,Barranquilla,103,7,0
1.0,7.0,Bolívar,1,0,1
1.0,7.0,Boyacá,4,2,1
1.0,7.0,Bucaramanga,195,4,0
1.0,7.0,Caldas,1,1,1
1.0,7.0,Caquetá,2,2,1
1.0,7.0,Casanare,6,2,1
1.0,7.0,Cauca,6,4,0
1.0,7.0,Cesar,2,0,1
1.0,7.0,Chocó,2,1,1
1.0,7.0,Cundinamarca,0,0,1
1.0,7.0,Córdoba,1,1,1
1.0,7.0,Envigado,56,0,1
1.0,7.0,Huila,2,0,1
1.0,7.0,Magdalena,4,1,1
1.0,7.0,Medellin,1497,30,2
1.0,7.0,Meta,0,1,1
1.0,7.0,Nariño,4,2,1
1.0,7.0,Norte de Santander,3,4,0
1.0,7.0,Ocaña,0,0,1
1.0,7.0,Palmira,14,0,1
1.0,7.0,Planta Central,13,3,0
1.0,7.0,Putumayo,4,0,1
1.0,7.0,Quindío,3,2,1
1.0,7.0,Risaralda,4,0,1
1.0,7.0,San Andres y Providencia,2,0,1
1.0,7.0,Santander,6,1,1
1.0,7.0,Sucre,1,0,1
1.0,7.0,Tolima,1,1,1
1.0,7.0,Valle del Cauca,14,1,1
2.0,1.0,Antioquia,17,1,1
2.0,1.0,Barranquilla,143,8,0
2.0,1.0,Bolívar,1,0,1
2.0,1.0,Boyacá,4,2,1
2.0,1.0,Bucaramanga,215,4,0
2.0,1.0,Caldas,3,0,1
2.0,1.0,Caquetá,1,0,1
2.0,1.0,Casanare,0,0,1
2.0,1.0,Cauca,2,2,1
2.0,1.0,Chocó,1,0,1
2.0,1.0,Cundinamarca,1,0,1
2.0,1.0,Córdoba,2,1,1
2.0,1.0,Envigado,107,2,1
2.0,1.0,Guajira,1,0,1
2.0,1.0,Huila,1,0,1
2.0,1.0,Medellin,1807,19,2
2.0,1.0,Meta,1,0,1
2.0,1.0,Nariño,0,4,0
2.0,1.0,Norte de Santander,0,0,1
2.0,1.0,Palmira,27,0,1
2.0,1.0,Planta Central,4,0,1
2.0,1.0,Putumayo,3,0,1
2.0,1.0,Quindío,3,1,1
2.0,1.0,Risaralda,4,0,1
2.0,1.0,Santander,4,0,1
2.0,1.0,Sucre,2,0,1
2.0,1.0,Tolima,4,0,1
2.0,1.0,Valle del Cauca,22,0,1
2.0,2.0,Antioquia,19,0,1
2.0,2.0,Barranquilla,125,2,1
2.0,2.0,Bolívar,1,0,1
2.0,2.0,Boyacá,5,1,1
2.0,2.0,Bucaramanga,209,6,0
2.0,2.0,Caldas,3,1,1
2.0,2.0,Caquetá,2,1,1
2.0,2.0,Casanare,3,1,1
2.0,2.0,Cauca,1,0,1
2.0,2.0,Cesar,1,0,1
2.0,2.0,Cundinamarca,0,0,1
2.0,2.0,Córdoba,2,1,1
2.0,2.0,Envigado,103,0,1
2.0,2.0,Huila,1,1,1
2.0,2.0,Medellin,1683,11,2
2.0,2.0,Meta,1,1,1
2.0,2.0,Nariño,1,2,1
2.0,2.0,Norte de Santander,0,0,1
2.0,2.0,Palmira,36,0,1
2.0,2.0,Planta Central,6,3,0
2.0,2.0,Putumayo,1,0,1
2.0,2.0,Quindío,3,0,1
2.0,2.0,Risaralda,3,1,1
2.0,2.0,Santander,1,1,1
2.0,2.0,Sucre,2,1,1
2.0,2.0,Tolima,3,0,1
2.0,2.0,Valle del Cauca,11,0,1
2.0,3.0,Antioquia,11,2,1
2.0,3.0,Barranquilla,93,2,1
2.0,3.0,Bolívar,1,0,1
2.0,3.0,Boyacá,3,2,1
2.0,3.0,Bucaramanga,229,4,0
2.0,3.0,Caldas,0,0,1
2.0,3.0,Caquetá,1,1,1
2.0,3.0,Casanare,0,1,1
2.0,3.0,Cauca,1,0,1
2.0,3.0,Chocó,1,0,1
2.0,3.0,Cundinamarca,0,0,1
2.0,3.0,Córdoba,1,0,1
2.0,3.0,Envigado,123,7,0
2.0,3.0,Guajira,0,0,1
2.0,3.0,Huila,2,0,1
2.0,3.0,Medellin,1610,20,2
2.0,3.0,Meta,0,1,1
2.0,3.0,Nariño,1,4,0
2.0,3.0,Norte de Santander,0,1,1
2.0,3.0,Ocaña,2,0,1
2.0,3.0,Palmira,16,0,1
2.0,3.0,Planta Central,6,0,1
2.0,3.0,Putumayo,1,0,1
2.0,3.0,Quindío,1,0,1
2.0,3.0,Risaralda,5,1,1
2.0,3.0,Santander,1,1,1
2.0,3.0,Sucre,2,0,1
2.0,3.0,Tolima,0,1,1
2.0,3.0,Valle del Cauca,10,0,1
2.0,4.0,Antioquia,16,0,1
2.0,4.0,Barranquilla,99,3,0
2.0,4.0,Bolívar,1,1,1
2.0,4.0,Boyacá,4,0,1
2.0,4.0,Bucaramanga,206,2,1
2.0,4.0,Caldas,3,0,1
2.0,4.0,Caquetá,3,2,1
2.0,4.0,Casanare,6,2,1
2.0,4.0,Cauca,10,1,1
2.0,4.0,Cesar,1,1,1
2.0,4.0,Chocó,1,1,1
2.0,4.0,Cundinamarca,1,0,1
2.0,4.0,Córdoba,1,0,1
2.0,4.0,Envigado,99,2,1
2.0,4.0,Guajira,0,0,1
2.0,4.0,Huila,0,0,1
2.0,4.0,Medellin,1770,12,2
2.0,4.0,Meta,1,0,1
2.0,4.0,Nariño,5,3,0
2.0,4.0,Norte de Santander,1,0,1
2.0,4.0,Ocaña,2,0,1
2.0,4.0,Palmira,22,0,1
2.0,4.0,Planta Central,2,0,1
2.0,4.0,Putumayo,1,0,1
2.0,4.0,Quindío,3,1,1
2.0,4.0,Risaralda,4,0,1
2.0,4.0,San Andres y Providencia,4,0,1
2.0,4.0,Santander,5,3,0
2.0,4.0,Sucre,1,0,1
2.0,4.0,Tolima,1,0,1
2.0,4.0,Valle del Cauca,14,0,1
2.0,5.0,Antioquia,19,2,1
2.0,5.0,Barranquilla,128,4,0
2.0,5.0,Boyacá,2,2,1
2.0,5.0,Bucaramanga,181,4,0
2.0,5.0,Caldas,1,0,1
2.0,5.0,Caquetá,1,0,1
2.0,5.0,Casanare,3,2,1
2.0,5.0,Cauca,5,4,0
2.0,5.0,Cundinamarca,0,0,1
2.0,5.0,Córdoba,1,1,1
2.0,5.0,Envigado,105,1,1
2.0,5.0,Guajira,0,0,1
2.0,5.0,Huila,0,0,1
2.0,5.0,Medellin,1747,16,2
2.0,5.0,Meta,2,2,1
2.0,5.0,Nariño,2,3,0
2.0,5.0,Norte de Santander,3,2,1
2.0,5.0,Ocaña,1,0,1
2.0,5.0,Palmira,34,0,1
2.0,5.0,Planta Central,4,4,0
2.0,5.0,Putumayo,4,0,1
2.0,5.0,Quindío,2,1,1
2.0,5.0,Risaralda,2,0,1
2.0,5.0,Santander,5,0,1
2.0,5.0,Sucre,1,0,1
2.0,5.0,Tolima,0,1,1
2.0,5.0,Valle del Cauca,14,0,1
2.0,6.0,Antioquia,10,2,1
2.0,6.0,Barranquilla,129,3,0
2.0,6.0,Boyacá,9,2,1
2.0,6.0,Bucaramanga,245,9,0
2.0,6.0,Caldas,4,0,1
2.0,6.0,Caquetá,5,3,0
2.0,6.0,Casanare,1,2,1
2.0,6.0,Cauca,4,1,1
2.0,6.0,Cesar,3,2,1
2.0,6.0,Chocó,1,0,1
2.0,6.0,Cundinamarca,2,0,1
2.0,6.0,Córdoba,3,1,1
2.0,6.0,Envigado,88,2,1
2.0,6.0,Guajira,3,1,1
2.0,6.0,Huila,2,1,1
2.0,6.0,Medellin,1820,13,2
2.0,6.0,Meta,1,0,1
2.0,6.0,Nariño,5,5,0
2.0,6.0,Norte de Santander,1,0,1
2.0,6.0,Palmira,20,0,1
2.0,6.0,Planta Central,11,4,0
2.0,6.0,Putumayo,1,0,1
2.0,6.0,Quindío,3,0,1
2.0,6.0,Risaralda,6,1,1
2.0,6.0,San Andres y Providencia,4,0,1
2.0,6.0,Santander,3,3,0
2.0,6.0,Sucre,1,1,1
2.0,6.0,Tolima,2,0,1
2.0,6.0,Valle del Cauca,20,0,1
2.0,7.0,Antioquia,20,0,1
2.0,7.0,Barranquilla,100,8,0
2.0,7.0,Boyacá,7,2,1
2.0,7.0,Bucaramanga,149,10,0
2.0,7.0,Caldas,2,1,1
2.0,7.0,Caquetá,6,2,1
2.0,7.0,Casanare,2,3,0
2.0,7.0,Cauca,4,3,0
2.0,7.0,Cesar,1,1,1
2.0,7.0,Chocó,2,0,1
2.0,7.0,Cundinamarca,0,0,1
2.0,7.0,Córdoba,3,3,0
2.0,7.0,Envigado,54,1,1
2.0,7.0,Guajira,0,1,1
2.0,7.0,Huila,2,1,1
2.0,7.0,Medellin,1466,15,2
2.0,7.0,Meta,2,0,1
2.0,7.0,Nariño,4,10,0
2.0,7.0,Norte de Santander,3,0,1
2.0,7.0,Ocaña,0,0,1
2.0,7.0,Palmira,30,2,1
2.0,7.0,Planta Central,10,7,0
2.0,7.0,Putumayo,3,3,0
2.0,7.0,Quindío,4,2,1
2.0,7.0,Risaralda,5,0,1
2.0,7.0,San Andres y Providencia,2,0,1
2.0,7.0,Santander,3,1,1
2.0,7.0,Sucre,1,1,1
2.0,7.0,Tolima,2,0,1
2.0,7.0,Valle del Cauca,14,3,0
3.0,1.0,Antioquia,13,1,1
3.0,1.0,Barranquilla,100,2,1
3.0,1.0,Boyacá,5,0,1
3.0,1.0,Bucaramanga,177,4,0
3.0,1.0,Caldas,1,1,1
3.0,1.0,Caquetá,3,0,1
3.0,1.0,Casanare,1,6,0
3.0,1.0,Cauca,3,0,1
3.0,1.0,Cundinamarca,1,0,1
3.0,1.0,Córdoba,2,3,0
3.0,1.0,Envigado,95,1,1
3.0,1.0,Huila,1,0,1
3.0,1.0,Magdalena,0,1,1
3.0,1.0,Medellin,1702,17,2
3.0,1.0,Meta,1,0,1
3.0,1.0,Nariño,2,1,1
3.0,1.0,Norte de Santander,2,0,1
3.0,1.0,Palmira,13,0,1
3.0,1.0,Planta Central,5,2,1
3.0,1.0,Putumayo,1,1,1
3.0,1.0,Quindío,3,2,1
3.0,1.0,Risaralda,3,0,1
3.0,1.0,Santander,2,2,1
3.0,1.0,Sucre,0,0,1
3.0,1.0,Tolima,1,0,1
3.0,1.0,Valle del Cauca,15,2,1
3.0,2.0,Antioquia,14,0,1
3.0,2.0,Barranquilla,143,5,0
3.0,2.0,Bolívar,1,0,1
3.0,2.0,Boyacá,5,0,1
3.0,2.0,Bucaramanga,233,5,0
3.0,2.0,Caldas,1,0,1
3.0,2.0,Caquetá,9,1,1
3.0,2.0,Casanare,2,0,1
3.0,2.0,Cauca,3,0,1
3.0,2.0,Cesar,1,0,1
3.0,2.0,Cundinamarca,0,0,1
3.0,2.0,Córdoba,3,0,1
3.0,2.0,Envigado,118,1,1
3.0,2.0,Guajira,0,0,1
3.0,2.0,Huila,0,0,1
3.0,2.0,Medellin,1703,23,2
3.0,2.0,Meta,1,1,1
3.0,2.0,Nariño,1,0,1
3.0,2.0,Norte de Santander,1,0,1
3.0,2.0,Ocaña,1,0,1
3.0,2.0,Palmira,9,0,1
3.0,2.0,Planta Central,6,2,1
3.0,2.0,Putumayo,2,0,1
3.0,2.0,Quindío,2,3,0
3.0,2.0,Risaralda,4,2,1
3.0,2.0,Santander,1,0,1
3.0,2.0,Sucre,0,1,1
3.0,2.0,Tolima,0,0,1
3.0,2.0,Valle del Cauca,13,1,1
3.0,3.0,Antioquia,15,2,1
3.0,3.0,Barranquilla,118,1,1
3.0,3.0,Boyacá,7,2,1
3.0,3.0,Bucaramanga,201,6,0
3.0,3.0,Caldas,0,0,1
3.0,3.0,Caquetá,6,0,1
3.0,3.0,Casanare,1,0,1
3.0,3.0,Cauca,3,1,1
3.0,3.0,Cesar,1,1,1
3.0,3.0,Chocó,1,0,1
3.0,3.0,Cundinamarca,0,0,1
3.0,3.0,Córdoba,1,1,1
3.0,3.0,Envigado,97,2,1
3.0,3.0,Huila,0,0,1
3.0,3.0,Magdalena,1,0,1
3.0,3.0,Medellin,1717,13,2
3.0,3.0,Nariño,3,1,1
3.0,3.0,Norte de Santander,3,0,1
3.0,3.0,Ocaña,0,0,1
3.0,3.0,Palmira,13,0,1
3.0,3.0,Planta Central,5,0,1
3.0,3.0,Putumayo,1,0,1
3.0,3.0,Quindío,3,0,1
3.0,3.0,Risaralda,4,0,1
3.0,3.0,Santander,4,0,1
3.0,3.0,Tolima,0,0,1
3.0,3.0,Valle del Cauca,19,4,0
3.0,4.0,Antioquia,18,0,1
3.0,4.0,Barranquilla,123,4,0
3.0,4.0,Bolívar,1,1,1
3.0,4.0,Boyacá,13,0,1
3.0,4.0,Bucaramanga,208,6,0
3.0,4.0,Caldas,0,0,1
3.0,4.0,Caquetá,2,0,1
3.0,4.0,Casanare,4,2,1
3.0,4.0,Cauca,3,0,1
3.0,4.0,Cesar,1,0,1
3.0,4.0,Chocó,1,0,1
3.0,4.0,Cundinamarca,2,0,1
3.0,4.0,Córdoba,0,2,1
3.0,4.0,Envigado,100,3,0
3.0,4.0,Guajira,1,0,1
3.0,4.0,Huila,1,0,1
3.0,4.0,Magdalena,2,1,1
3.0,4.0,Medellin,1744,13,2
3.0,4.0,Meta,2,1,1
3.0,4.0,Nariño,2,1,1
3.0,4.0,Norte de Santander,1,1,1
3.0,4.0,Ocaña,1,0,1
3.0,4.0,Palmira,14,3,0
3.0,4.0,Planta Central,11,1,1
3.0,4.0,Putumayo,2,2,1
3.0,4.0,Quindío,5,0,1
3.0,4.0,Risaralda,5,0,1
3.0,4.0,Santander,3,2,1
3.0,4.0,Sucre,1,0,1
3.0,4.0,Tolima,2,1,1
3.0,4.0,Valle del Cauca,15,4,0
3.0,5.0,Antioquia,15,1,1
3.0,5.0,Barranquilla,135,5,0
3.0,5.0,Bolívar,1,0,1
3.0,5.0,Boyacá,6,2,1
3.0,5.0,Bucaramanga,199,5,0
3.0,5.0,Caldas,6,0,1
3.0,5.0,Caquetá,2,0,1
3.0,5.0,Casanare,2,0,1
3.0,5.0,Cauca,7,0,1
3.0,5.0,Cesar,0,0,1
3.0,5.0,Chocó,1,0,1
3.0,5.0,Cundinamarca,1,0,1
3.0,5.0,Córdoba,4,1,1
3.0,5.0,Envigado,102,0,1
3.0,5.0,Huila,1,0,1
3.0,5.0,Magdalena,0,0,1
3.0,5.0,Medellin,1717,10,2
3.0,5.0,Meta,1,0,1
3.0,5.0,Nariño,5,1,1
3.0,5.0,Norte de Santander,1,1,1
3.0,5.0,Ocaña,1,0,1
3.0,5.0,Palmira,24,0,1
3.0,5.0,Planta Central,4,2,1
3.0,5.0,Putumayo,4,1,1
3.0,5.0,Quindío,1,0,1
3.0,5.0,Risaralda,5,0,1
3.0,5.0,Santander,2,0,1
3.0,5.0,Sucre,2,0,1
3.0,5.0,Tolima,2,1,1
3.0,5.0,Valle del Cauca,18,3,0
3.0,6.0,Antioquia,17,2,1
3.0,6.0,Barranquilla,137,3,0
3.0,6.0,Bolívar,3,0,1
3.0,6.0,Boyacá,10,2,1
3.0,6.0,Bucaramanga,237,6,0
3.0,6.0,Caldas,2,0,1
3.0,6.0,Caquetá,2,2,1
3.0,6.0,Casanare,0,1,1
3.0,6.0,Cauca,8,1,1
3.0,6.0,Cesar,0,0,1
3.0,6.0,Chocó,3,0,1
3.0,6.0,Cundinamarca,0,0,1
3.0,6.0,Córdoba,1,0,1
3.0,6.0,Envigado,78,0,1
3.0,6.0,Guajira,0,1,1
3.0,6.0,Huila,1,0,1
3.0,6.0,Medellin,1721,19,2
3.0,6.0,Meta,0,0,1
3.0,6.0,Nariño,2,2,1
3.0,6.0,Norte de Santander,1,1,1
3.0,6.0,Ocaña,1,0,1
3.0,6.0,Palmira,15,0,1
3.0,6.0,Planta Central,8,2,1
3.0,6.0,Putumayo,2,0,1
3.0,6.0,Quindío,0,2,1
3.0,6.0,Risaralda,4,0,1
3.0,6.0,San Andres y Providencia,2,0,1
3.0,6.0,Santander,3,1,1
3.0,6.0,Sucre,0,0,1
3.0,6.0,Tolima,0,0,1
3.0,6.0,Valle del Cauca,18,0,1
3.0,7.0,Antioquia,15,0,1
3.0,7.0,Barranquilla,114,8,0
3.0,7.0,Boyacá,11,4,0
3.0,7.0,Bucaramanga,185,4,0
3.0,7.0,Caldas,1,0,1
3.0,7.0,Caquetá,4,3,0
3.0,7.0,Casanare,3,6,0
3.0,7.0,Cauca,11,5,0
3.0,7.0,Cesar,0,1,1
3.0,7.0,Chocó,0,1,1
3.0,7.0,Cundinamarca,1,0,1
3.0,7.0,Córdoba,1,1,1
3.0,7.0,Envigado,72,2,1
3.0,7.0,Guajira,0,0,1
3.0,7.0,Huila,3,2,1
3.0,7.0,Magdalena,0,1,1
3.0,7.0,Medellin,1539,24,2
3.0,7.0,Meta,4,0,1
3.0,7.0,Nariño,5,4,0
3.0,7.0,Norte de Santander,2,5,0
3.0,7.0,Ocaña,1,0,1
3.0,7.0,Palmira,26,1,1
3.0,7.0,Planta Central,6,8,0
3.0,7.0,Putumayo,6,2,1
3.0,7.0,Quindío,2,1,1
3.0,7.0,Risaralda,4,0,1
3.0,7.0,San Andres y Providencia,2,0,1
3.0,7.0,Santander,0,1,1
3.0,7.0,Sucre,1,0,1
3.0,7.0,Tolima,3,0,1
3.0,7.0,Valle del Cauca,13,2,1
4.0,1.0,Antioquia,11,0,1
4.0,1.0,Barranquilla,109,4,0
4.0,1.0,Boyacá,6,1,1
4.0,1.0,Bucaramanga,219,3,0
4.0,1.0,Caldas,1,1,1
4.0,1.0,Caquetá,4,1,1
4.0,1.0,Casanare,1,0,1
4.0,1.0,Cauca,0,1,1
4.0,1.0,Cesar,1,0,1
4.0,1.0,Chocó,4,1,1
4.0,1.0,Cundinamarca,3,0,1
4.0,1.0,Córdoba,1,0,1
4.0,1.0,Envigado,124,1,1
4.0,1.0,Huila,1,0,1
4.0,1.0,Medellin,1676,17,2
4.0,1.0,Meta,1,0,1
4.0,1.0,Nariño,1,2,1
4.0,1.0,Norte de Santander,1,2,1
4.0,1.0,Ocaña,2,1,1
4.0,1.0,Palmira,9,0,1
4.0,1.0,Planta Central,2,0,1
4.0,1.0,Putumayo,1,0,1
4.0,1.0,Quindío,0,0,1
4.0,1.0,Risaralda,2,0,1
4.0,1.0,San Andres y Providencia,2,0,1
4.0,1.0,Santander,0,0,1
4.0,1.0,Sucre,1,0,1
4.0,1.0,Valle del Cauca,19,2,1
4.0,2.0,Antioquia,18,3,0
4.0,2.0,Barranquilla,110,1,1
4.0,2.0,Bolívar,1,0,1
4.0,2.0,Boyacá,2,1,1
4.0,2.0,Bucaramanga,177,2,1
4.0,2.0,Caldas,3,0,1
4.0,2.0,Caquetá,4,0,1
4.0,2.0,Casanare,0,0,1
4.0,2.0,Cauca,6,1,1
4.0,2.0,Cesar,0,0,1
4.0,2.0,Cundinamarca,1,0,1
4.0,2.0,Córdoba,0,0,1
4.0,2.0,Envigado,103,1,1
4.0,2.0,Guajira,0,0,1
4.0,2.0,Huila,0,0,1
4.0,2.0,Medellin,1675,15,2
4.0,2.0,Meta,1,0,1
4.0,2.0,Nariño,2,0,1
4.0,2.0,Norte de Santander,0,0,1
4.0,2.0,Ocaña,1,0,1
4.0,2.0,Palmira,4,0,1
4.0,2.0,Planta Central,4,3,0
4.0,2.0,Putumayo,3,0,1
4.0,2.0,Quindío,1,1,1
4.0,2.0,Risaralda,4,0,1
4.0,2.0,Santander,1,0,1
4.0,2.0,Sucre,1,0,1
4.0,2.0,Tolima,0,0,1
4.0,2.0,Valle del Cauca,14,0,1
4.0,3.0,Antioquia,13,0,1
4.0,3.0,Barranquilla,96,2,1
4.0,3.0,Bolívar,0,0,1
4.0,3.0,Boyacá,5,1,1
4.0,3.0,Bucaramanga,195,5,0
4.0,3.0,Caldas,2,0,1
4.0,3.0,Caquetá,2,1,1
4.0,3.0,Casanare,1,1,1
4.0,3.0,Cauca,5,0,1
4.0,3.0,Cesar,1,0,1
4.0,3.0,Chocó,1,0,1
4.0,3.0,Cundinamarca,2,0,1
4.0,3.0,Córdoba,1,0,1
4.0,3.0,Envigado,99,1,1
4.0,3.0,Guajira,1,0,1
4.0,3.0,Huila,1,0,1
4.0,3.0,Medellin,1705,23,2
4.0,3.0,Meta,1,0,1
4.0,3.0,Nariño,1,0,1
4.0,3.0,Norte de Santander,3,2,1
4.0,3.0,Ocaña,2,0,1
4.0,3.0,Palmira,5,0,1
4.0,3.0,Planta Central,7,2,1
4.0,3.0,Putumayo,1,0,1
4.0,3.0,Quindío,2,0,1
4.0,3.0,Risaralda,7,0,1
4.0,3.0,Sucre,3,0,1
4.0,3.0,Tolima,0,0,1
4.0,3.0,Valle del Cauca,20,1,1
4.0,4.0,Antioquia,12,0,1
4.0,4.0,Barranquilla,80,3,0
4.0,4.0,Bolívar,0,0,1
4.0,4.0,Boyacá,7,2,1
4.0,4.0,Bucaramanga,193,4,0
